owner,repo,stars_and_watchers,forks,downstream_dependents,length_of_comments,change_of_pulls,change_of_contributors,time_to_close_issues,time_to_comment_issues,closed_PRs,time_to_close_PRs,time_to_comment_PRs,commit_tags,health_percentage,headings_of_docs,headings_of_README,projects_owned_by_maintainer,projects_age_owned_by_maintainer,outdated_versions,vulnerabilities,workflow_runs,contributors_per_code_file,files_with_more_than_1_contributors,time_since_created,versions,issues_reporters_count,contributors_count,submitted_PRs,submitted_commits,issues_closed_rate,PRs_closed_rate,comments_per_pull,labels
ljharb,tape,279,351,503,567,195,N/A,14,289,360,376,343,320,213,329,10,192,820,702,664,158,562,324,302,N/A,356,317,506,111,173,190,556,320
koajs,bodyparser,493,565,735,568,337,N/A,N/A,N/A,359,383,N/A,914,67,344,621,368,181,793,665,312,365,635,485,N/A,387,409,407,441,537,384,555,914
jashkenas,backbone,52,38,652,578,129,N/A,326,311,178,121,185,346,121,51,973,772,59,454,268,304,47,449,64,N/A,386,290,203,109,324,189,554,346
typicode,lowdb,97,203,468,579,879,N/A,230,282,294,66,8,465,383,343,163,471,655,441,764,321,775,529,513,283,208,360,360,210,52,63,605,465
ember-cli,ember-cli-htmlbars,856,681,662,580,899,N/A,47,118,216,118,194,319,859,342,620,340,409,205,252,241,482,426,577,225,359,171,226,209,329,298,604,319
mozilla,nunjucks,227,269,548,581,131,N/A,70,61,358,13,342,283,214,124,619,27,479,504,768,428,312,341,258,264,287,N/A,280,N/A,376,438,603,283
jshint,jshint,218,123,508,583,336,N/A,76,54,N/A,N/A,N/A,121,273,59,552,874,33,303,109,N/A,204,373,85,211,377,N/A,516,N/A,204,N/A,602,121
benjamn,install,871,836,593,582,349,N/A,N/A,N/A,N/A,N/A,N/A,814,576,341,931,251,274,597,273,N/A,906,898,320,N/A,N/A,N/A,N/A,N/A,N/A,N/A,601,814
chenglou,react-motion,89,175,655,584,193,N/A,N/A,N/A,N/A,N/A,341,476,575,340,391,252,526,54,27,N/A,257,201,676,528,N/A,N/A,461,N/A,N/A,N/A,600,476
ChainSafe,web3.js,115,41,751,460,21,12,73,188,47,190,283,N/A,8,339,433,140,970,113,279,36,471,48,581,61,43,44,45,75,172,261,599,N/A
adaltas,node-http-status,694,722,927,459,347,N/A,310,297,357,394,393,N/A,515,338,394,338,890,652,745,335,318,503,96,N/A,506,275,434,224,53,62,621,N/A
Medium,phantomjs,476,306,624,458,346,N/A,N/A,N/A,N/A,N/A,N/A,913,879,337,940,380,544,576,747,N/A,5,714,274,351,N/A,N/A,N/A,N/A,N/A,N/A,613,913
webpack-contrib,extract-text-webpack-plugin,327,287,306,457,345,N/A,N/A,N/A,N/A,N/A,N/A,81,532,352,600,423,307,71,67,N/A,484,292,469,380,N/A,N/A,N/A,N/A,N/A,N/A,612,81
jxson,front-matter,622,645,628,461,344,N/A,N/A,N/A,N/A,N/A,N/A,942,538,351,356,274,75,882,754,N/A,107,650,236,N/A,424,N/A,460,N/A,536,N/A,611,942
reactstrap,reactstrap,198,157,492,463,84,N/A,121,225,222,70,40,200,68,77,355,911,735,32,137,113,521,105,779,197,212,131,189,216,428,377,610,200
babel,ember-cli-babel,817,557,661,472,342,N/A,15,469,205,260,215,377,878,350,506,531,579,207,324,223,40,451,609,207,336,172,199,144,333,341,609,377
twitter,hogan.js,300,303,642,471,293,N/A,N/A,N/A,N/A,N/A,N/A,N/A,215,349,312,385,366,798,755,441,483,369,177,584,N/A,N/A,N/A,N/A,N/A,N/A,608,N/A
klughammer,node-randomstring,657,644,664,470,292,N/A,N/A,N/A,N/A,N/A,N/A,N/A,820,348,645,875,101,902,759,N/A,270,835,184,N/A,N/A,N/A,N/A,N/A,N/A,N/A,607,N/A
jquery,jquery-ui,187,39,649,473,N/A,N/A,295,199,253,105,392,61,205,146,864,547,200,848,720,318,480,113,20,547,159,231,254,357,314,340,606,61
imagemin,imagemin-pngquant,743,637,515,474,198,N/A,N/A,N/A,412,445,N/A,816,819,347,776,681,160,630,728,486,309,632,519,508,N/A,N/A,442,N/A,N/A,378,614,816
getsentry,raven-js,246,138,656,418,4,N/A,159,296,6,288,268,14,91,38,601,87,925,5,93,15,472,42,189,18,11,59,6,50,183,57,707,14
showdownjs,showdown,153,130,651,424,199,N/A,239,137,N/A,N/A,184,286,287,209,29,838,289,409,272,282,853,233,1,201,232,N/A,441,N/A,382,N/A,706,286
angular,angular.js,20,7,932,423,289,N/A,N/A,N/A,N/A,N/A,N/A,16,90,96,964,217,467,247,31,N/A,753,208,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,705,16
apocas,dockerode,324,311,681,422,N/A,N/A,124,133,338,48,278,344,630,346,71,436,407,642,737,264,62,410,410,199,195,277,440,266,184,67,704,344
dcodeIO,bytebuffer.js,611,497,934,421,334,N/A,N/A,N/A,N/A,N/A,N/A,621,818,345,970,496,576,929,744,N/A,822,518,325,512,N/A,N/A,N/A,N/A,N/A,N/A,703,621
vuejs,vue-class-component,278,315,615,420,309,N/A,N/A,13,323,267,N/A,317,504,360,701,317,720,102,71,N/A,560,445,683,320,365,359,439,437,510,66,702,317
nickmerwin,node-coveralls,531,396,890,426,308,N/A,N/A,N/A,N/A,N/A,N/A,815,596,359,161,389,90,334,201,N/A,16,516,335,373,N/A,N/A,N/A,N/A,N/A,N/A,701,815
hughsk,envify,555,715,607,427,307,N/A,N/A,N/A,N/A,N/A,N/A,908,920,358,646,92,120,928,712,N/A,261,879,367,N/A,547,N/A,N/A,N/A,509,N/A,716,908
olado,doT,304,190,684,425,279,N/A,448,N/A,440,257,N/A,318,595,357,392,901,35,696,714,N/A,788,744,82,509,454,N/A,438,N/A,284,365,715,318
tediousjs,node-mssql,410,307,920,448,278,N/A,254,318,85,301,35,201,505,356,3,860,596,383,428,168,186,470,397,150,119,149,92,82,120,65,714,201
tj,connect-redis,382,336,657,450,229,111,156,144,287,159,73,765,593,355,837,165,147,808,716,132,522,616,45,348,257,303,370,359,55,64,713,765
kaorun343,vue-property-decorator,287,330,919,451,228,N/A,183,491,N/A,N/A,N/A,456,592,354,227,639,874,927,222,N/A,481,679,761,382,546,N/A,N/A,N/A,54,N/A,712,456
contra,gulp-concat,590,552,430,449,227,N/A,N/A,N/A,N/A,N/A,N/A,909,839,353,836,894,975,724,717,N/A,12,742,378,N/A,N/A,N/A,N/A,N/A,N/A,N/A,711,909
standard,standard,48,86,530,456,864,110,335,228,188,81,149,376,93,304,32,742,561,791,719,117,215,409,625,511,186,134,173,152,374,349,710,376
koajs,router,573,481,918,462,316,N/A,367,60,333,79,77,519,92,303,428,370,182,704,633,346,20,534,985,335,317,302,295,321,429,402,709,519
yuanchuan,node-watch,730,752,646,469,315,N/A,13,N/A,335,137,90,584,603,302,336,654,494,911,636,388,487,769,226,434,545,276,437,343,21,60,733,584
prettier,tslint-config-prettier,502,763,619,464,297,N/A,N/A,N/A,N/A,N/A,N/A,311,289,210,486,660,871,165,113,N/A,486,190,878,361,N/A,N/A,N/A,N/A,N/A,N/A,748,311
rollup,rollup-plugin-node-resolve,674,608,533,466,296,N/A,N/A,N/A,N/A,N/A,N/A,300,502,301,430,609,629,147,237,N/A,609,361,731,546,N/A,N/A,N/A,N/A,N/A,N/A,747,300
ethereumjs,ethereumjs-tx,592,399,560,468,295,N/A,N/A,N/A,N/A,N/A,N/A,69,503,300,429,582,618,540,637,N/A,151,411,674,446,N/A,N/A,N/A,N/A,N/A,N/A,746,69
oblador,react-native-vector-icons,128,94,451,477,99,41,82,218,163,73,78,390,267,194,37,344,710,101,212,197,557,262,664,167,92,57,147,164,260,351,745,390
pvorb,node-sha1,848,855,596,475,294,N/A,N/A,N/A,N/A,N/A,N/A,N/A,600,299,914,348,57,754,640,N/A,847,885,146,623,N/A,N/A,N/A,N/A,N/A,N/A,744,N/A
ianschmitz,jest-environment-jsdom-fourteen,892,895,367,476,260,N/A,N/A,N/A,N/A,N/A,N/A,583,599,298,911,581,950,502,652,N/A,948,N/A,973,548,N/A,N/A,N/A,N/A,N/A,N/A,743,583
ant-design,babel-plugin-import,365,325,590,483,259,N/A,447,40,286,435,311,326,838,297,647,303,918,439,624,366,315,349,743,374,453,272,369,332,294,59,742,326
geowarin,friendly-errors-webpack-plugin,601,626,377,479,306,N/A,N/A,N/A,N/A,N/A,N/A,392,598,312,261,236,732,168,96,N/A,539,497,819,388,N/A,N/A,N/A,N/A,N/A,N/A,741,392
vuejs,babel-helper-vue-jsx-merge-props,887,863,454,480,305,N/A,N/A,N/A,N/A,N/A,N/A,817,965,311,N/A,315,716,937,625,N/A,739,939,814,N/A,N/A,N/A,N/A,N/A,N/A,N/A,756,817
jadejs,jade,91,106,442,484,304,N/A,446,72,N/A,N/A,N/A,214,837,310,153,N/A,N/A,213,196,456,585,95,42,339,248,N/A,N/A,N/A,331,N/A,755,214
terinjokes,gulp-uglify,505,490,400,478,303,N/A,N/A,N/A,N/A,N/A,N/A,299,608,309,699,275,624,546,628,N/A,718,826,376,457,N/A,N/A,N/A,N/A,N/A,N/A,754,299
gruntjs,grunt-contrib-copy,608,460,473,482,302,N/A,N/A,N/A,N/A,N/A,N/A,582,500,308,698,506,47,782,630,N/A,314,536,272,N/A,N/A,N/A,N/A,N/A,N/A,N/A,753,582
fluent-ffmpeg,node-fluent-ffmpeg,251,211,992,481,197,N/A,58,44,285,434,246,372,501,307,87,961,27,486,400,299,69,404,107,N/A,131,426,319,288,348,313,752,372
vpulim,node-soap,374,137,993,487,254,109,N/A,N/A,429,412,63,235,268,180,13,520,738,384,284,403,374,166,105,177,N/A,N/A,262,N/A,N/A,443,751,235
systemjs,systemjs,167,182,595,486,200,N/A,288,253,310,293,216,335,465,306,141,793,378,631,613,339,824,281,355,57,224,278,315,315,368,312,750,335
gruntjs,grunt-contrib-clean,659,677,467,485,314,N/A,N/A,N/A,N/A,N/A,N/A,514,466,305,697,507,45,344,390,358,227,555,270,610,N/A,N/A,531,N/A,N/A,N/A,749,514
gruntjs,grunt-contrib-watch,422,340,434,489,313,N/A,N/A,N/A,N/A,N/A,N/A,391,461,320,618,508,43,781,614,466,234,500,279,N/A,544,N/A,N/A,N/A,526,N/A,764,391
redux-utilities,redux-actions,264,377,648,488,312,N/A,N/A,7,N/A,N/A,N/A,445,797,319,696,937,282,351,311,394,212,335,688,278,406,N/A,340,N/A,525,N/A,763,445
tschaub,gh-pages,364,472,337,511,311,68,3,150,113,140,80,447,673,318,279,179,532,510,618,236,434,448,504,395,366,169,129,130,390,58,762,447
redux-form,redux-form,169,125,618,510,310,N/A,N/A,N/A,N/A,N/A,242,95,63,89,483,940,785,48,107,N/A,313,107,703,52,543,N/A,485,N/A,524,N/A,761,95
patrick-steele-idem,child-process-promise,771,795,680,512,261,N/A,N/A,N/A,N/A,N/A,N/A,585,672,317,773,324,260,453,619,N/A,671,839,395,N/A,N/A,N/A,N/A,N/A,N/A,N/A,760,585
node-modules,urllib,609,576,689,490,908,126,87,163,169,375,417,938,796,316,225,335,485,648,621,136,641,420,116,285,296,188,182,180,205,220,759,938
bitcoinjs,bip39,537,316,586,491,265,N/A,445,479,428,411,N/A,936,462,232,772,663,546,460,408,438,322,400,500,N/A,537,301,484,397,22,169,758,936
discordjs,discord.js,70,52,490,315,914,N/A,207,286,35,188,416,36,85,315,695,697,919,127,336,25,672,117,706,51,42,19,35,31,110,168,620,36
ElemeFE,element,23,17,994,320,264,67,232,216,237,359,229,17,463,314,399,553,538,82,44,286,463,129,827,85,32,117,101,267,440,439,619,17
Level,level,468,567,591,318,136,N/A,N/A,23,309,166,70,115,278,313,62,577,517,797,769,375,152,599,358,229,443,300,339,385,546,318,618,115
gruntjs,grunt-contrib-uglify,469,333,431,317,263,N/A,N/A,N/A,N/A,N/A,N/A,520,464,328,700,511,44,314,344,378,68,318,286,365,N/A,N/A,444,N/A,N/A,N/A,617,520
rollup,rollup-plugin-commonjs,661,555,552,316,262,N/A,N/A,N/A,N/A,N/A,N/A,278,832,327,559,610,632,139,185,N/A,639,302,730,N/A,N/A,N/A,N/A,N/A,N/A,N/A,616,278
robrich,gulp-if,624,812,558,319,248,N/A,N/A,N/A,N/A,N/A,N/A,877,618,326,778,210,677,783,607,N/A,661,857,457,N/A,N/A,N/A,N/A,N/A,N/A,N/A,615,877
grpc,grpc-node,322,274,996,322,57,42,223,333,75,329,189,229,86,270,498,754,741,522,612,186,743,176,885,42,82,78,76,48,220,167,757,229
aheckmann,gm,259,266,676,321,N/A,N/A,N/A,N/A,N/A,N/A,N/A,634,923,324,121,528,37,843,472,N/A,455,301,40,N/A,442,N/A,526,N/A,545,N/A,708,634
DiegoRBaquero,node-os,903,900,641,327,274,N/A,N/A,N/A,N/A,N/A,N/A,633,922,323,859,364,815,932,471,N/A,947,N/A,798,N/A,N/A,N/A,N/A,N/A,N/A,N/A,776,633
helloIAmPau,node-spinner,764,833,691,326,273,N/A,N/A,N/A,N/A,N/A,N/A,876,617,322,777,871,834,931,470,N/A,76,884,430,N/A,N/A,N/A,N/A,N/A,N/A,N/A,775,876
Level,leveldown,597,466,636,328,272,N/A,N/A,N/A,427,355,240,94,290,321,N/A,580,518,635,469,401,711,160,309,192,N/A,N/A,525,N/A,N/A,166,774,94
lazd,gulp-replace,665,621,563,323,268,N/A,N/A,N/A,N/A,N/A,N/A,775,616,795,354,294,502,554,308,N/A,454,688,442,410,N/A,N/A,N/A,N/A,N/A,N/A,773,775
karma-runner,karma-mocha,712,604,571,324,267,N/A,N/A,N/A,N/A,N/A,N/A,273,494,396,838,618,76,190,74,360,195,541,328,565,536,N/A,N/A,N/A,544,N/A,788,273
sindresorhus,deep-assign,774,780,485,325,266,N/A,N/A,N/A,N/A,N/A,N/A,774,270,395,586,4,418,916,467,N/A,617,907,720,N/A,N/A,N/A,N/A,N/A,N/A,N/A,787,774
Semantic-Org,Semantic-UI-React,163,49,574,333,921,N/A,50,309,204,283,415,112,291,394,347,455,245,17,20,233,742,79,681,324,181,173,218,226,239,289,623,112
reactjs,react-router-redux,238,264,840,332,282,N/A,N/A,N/A,N/A,N/A,N/A,637,831,393,605,491,826,47,61,N/A,125,436,737,371,N/A,N/A,N/A,N/A,N/A,N/A,622,637
koajs,koa-body,549,553,627,330,N/A,N/A,N/A,N/A,426,41,56,875,87,408,281,372,180,708,60,463,140,560,474,576,441,425,443,442,543,375,626,875
bahamas10,node-clear,843,881,654,331,281,N/A,N/A,N/A,N/A,N/A,N/A,874,921,407,928,157,253,930,477,N/A,946,N/A,249,N/A,N/A,N/A,N/A,N/A,N/A,N/A,625,874
babel,gulp-babel,488,536,536,329,280,N/A,N/A,N/A,N/A,N/A,N/A,636,490,406,373,530,586,274,209,N/A,59,759,580,542,N/A,N/A,N/A,N/A,N/A,N/A,624,636
Trott,slug,746,797,670,334,134,63,140,352,152,307,117,461,396,152,747,137,602,426,441,139,401,630,955,N/A,324,254,166,202,158,161,786,461
elastic,elasticsearch-js-legacy,872,784,972,335,277,N/A,N/A,N/A,N/A,N/A,N/A,635,491,405,962,74,906,483,475,N/A,541,271,972,N/A,N/A,N/A,N/A,N/A,N/A,N/A,785,635
enricomarino,is,800,805,531,336,276,N/A,N/A,N/A,N/A,N/A,N/A,N/A,621,404,179,383,51,780,474,N/A,710,856,161,N/A,N/A,N/A,N/A,N/A,N/A,N/A,784,N/A
jgthms,bulma,26,51,547,360,893,160,158,109,209,93,13,142,247,403,338,404,725,154,310,248,855,277,767,378,120,150,181,171,369,370,783,142
koajs,mount,649,713,973,367,275,N/A,N/A,N/A,N/A,N/A,N/A,641,174,402,539,373,183,709,484,N/A,405,695,402,N/A,N/A,N/A,N/A,N/A,N/A,N/A,782,641
gruntjs,grunt-contrib-concat,582,478,472,366,226,N/A,N/A,N/A,425,129,N/A,640,458,401,677,509,48,330,356,458,264,547,285,573,N/A,299,522,401,N/A,160,781,640
aseemk,requireDir,667,708,974,347,225,N/A,N/A,N/A,N/A,N/A,N/A,787,695,416,682,698,22,643,482,N/A,713,663,239,479,N/A,N/A,N/A,N/A,N/A,N/A,796,787
yeoman,yosay,791,756,697,340,224,N/A,N/A,N/A,N/A,N/A,N/A,639,456,415,822,604,74,878,481,437,494,640,527,506,N/A,429,N/A,384,N/A,N/A,795,639
felixge,node-require-all,750,735,672,339,271,N/A,N/A,N/A,N/A,N/A,N/A,N/A,698,414,681,170,231,968,480,N/A,358,816,174,N/A,N/A,N/A,N/A,N/A,N/A,N/A,794,N/A
sindresorhus,gulp-autoprefixer,616,736,437,365,270,N/A,387,400,N/A,N/A,N/A,462,131,413,627,3,419,857,479,492,443,843,567,507,447,364,N/A,388,27,N/A,793,462
hokaccha,node-jwt-simple,483,513,663,364,285,N/A,N/A,N/A,N/A,N/A,N/A,N/A,701,412,746,209,351,545,194,N/A,238,802,185,N/A,N/A,N/A,N/A,N/A,N/A,N/A,792,N/A
scniro,gulp-clean-css,627,707,479,363,N/A,N/A,N/A,N/A,424,447,N/A,638,703,411,680,659,652,729,478,N/A,825,711,781,299,446,N/A,521,N/A,542,159,791,638
floatdrop,gulp-plumber,583,799,484,350,284,N/A,N/A,N/A,N/A,N/A,N/A,786,706,410,679,138,300,641,654,N/A,660,828,456,N/A,N/A,N/A,N/A,N/A,N/A,N/A,790,786
restify,node-restify,196,192,991,349,283,N/A,128,63,434,382,9,203,175,52,499,872,211,496,656,336,346,268,112,411,320,288,337,390,421,426,789,203
apollographql,react-apollo,261,228,638,357,222,N/A,N/A,N/A,N/A,N/A,N/A,127,46,125,821,240,964,258,162,N/A,652,254,797,142,N/A,N/A,N/A,N/A,N/A,N/A,740,127
postcss,gulp-postcss,594,661,546,356,137,N/A,262,211,332,442,414,785,780,409,418,566,396,619,659,436,80,801,561,261,549,363,396,328,29,171,739,785
OverZealous,run-sequence,545,706,556,359,237,N/A,N/A,N/A,N/A,N/A,N/A,642,664,424,745,615,471,555,205,N/A,712,842,463,N/A,N/A,N/A,N/A,N/A,N/A,N/A,738,642
koajs,logger,645,600,806,369,236,N/A,N/A,N/A,N/A,N/A,N/A,870,45,423,683,371,185,662,487,N/A,64,746,401,596,N/A,N/A,N/A,N/A,N/A,N/A,737,870
jaredhanson,passport-oauth,841,726,682,368,202,N/A,N/A,N/A,432,414,N/A,968,665,422,744,117,172,699,486,N/A,848,861,154,N/A,N/A,N/A,520,N/A,N/A,170,736,968
hughsk,vinyl-source-stream,734,807,609,352,234,N/A,N/A,N/A,N/A,N/A,N/A,869,669,421,743,93,119,890,485,N/A,399,897,460,N/A,N/A,N/A,N/A,N/A,N/A,N/A,735,869
MoOx,postcss-cssnext,293,435,580,351,233,N/A,N/A,N/A,N/A,N/A,N/A,234,257,196,820,264,650,61,39,N/A,762,297,555,248,N/A,N/A,N/A,N/A,N/A,N/A,734,234
ivogabe,gulp-typescript,581,531,659,361,219,N/A,N/A,N/A,N/A,N/A,N/A,380,670,420,969,705,636,527,223,N/A,774,170,526,163,N/A,N/A,N/A,N/A,N/A,N/A,808,380
sindresorhus,gulp-filter,741,776,626,362,231,N/A,374,478,444,354,N/A,574,258,419,500,11,421,885,539,417,272,852,461,473,405,287,519,307,28,164,807,574
adametry,gulp-eslint,643,563,600,348,230,N/A,N/A,N/A,N/A,N/A,N/A,708,671,418,222,910,488,358,126,N/A,203,478,451,595,N/A,N/A,N/A,N/A,N/A,N/A,806,708
sindresorhus,gulp-imagemin,437,488,489,341,245,N/A,N/A,3,N/A,N/A,N/A,707,123,417,555,45,422,889,538,448,143,821,452,442,476,362,N/A,412,541,N/A,805,707
hughsk,vinyl-buffer,857,882,635,343,244,N/A,N/A,N/A,N/A,N/A,N/A,742,674,463,801,95,118,841,537,N/A,650,908,488,N/A,N/A,N/A,N/A,N/A,N/A,N/A,820,742
jaredhanson,connect-flash,504,505,527,338,243,N/A,N/A,N/A,N/A,N/A,N/A,449,685,462,616,122,175,654,536,N/A,884,928,208,N/A,N/A,N/A,N/A,N/A,N/A,N/A,819,449
palantir,tslint-react,600,641,660,342,242,N/A,N/A,N/A,N/A,N/A,N/A,132,810,461,749,201,748,520,333,N/A,651,427,812,290,N/A,N/A,N/A,N/A,N/A,N/A,818,132
karma-runner,karma-phantomjs-launcher,760,542,525,353,241,N/A,N/A,N/A,N/A,N/A,N/A,279,469,460,892,620,79,393,69,N/A,231,753,329,N/A,N/A,N/A,N/A,N/A,N/A,N/A,817,279
s-panferov,awesome-typescript-loader,403,471,622,337,223,N/A,N/A,N/A,N/A,N/A,N/A,351,395,179,74,427,536,313,100,N/A,759,509,633,438,N/A,N/A,N/A,N/A,N/A,N/A,816,351
gruntjs,grunt-contrib-jshint,610,443,448,354,239,N/A,N/A,N/A,319,77,N/A,644,473,459,672,510,46,317,292,361,28,578,284,409,N/A,267,342,344,N/A,163,815,644
clessg,progress-bar-webpack-plugin,693,753,667,355,238,N/A,N/A,N/A,N/A,N/A,N/A,735,655,458,741,602,491,811,542,N/A,194,905,727,N/A,N/A,N/A,N/A,N/A,N/A,N/A,814,735
gulp-community,gulp-less,646,573,575,358,253,N/A,N/A,N/A,N/A,N/A,N/A,734,954,457,480,778,165,744,541,N/A,115,538,380,470,475,N/A,N/A,N/A,561,N/A,813,734
jackfranklin,gulp-load-plugins,598,703,579,345,252,N/A,N/A,N/A,N/A,N/A,N/A,643,124,101,317,155,335,517,369,N/A,70,665,437,475,N/A,N/A,N/A,N/A,N/A,N/A,828,643
floatdrop,gulp-watch,628,586,597,346,251,N/A,N/A,477,N/A,N/A,N/A,345,654,472,479,139,299,307,203,N/A,554,515,465,471,464,N/A,N/A,N/A,560,N/A,827,345
buglabs,node-xml2json,580,440,925,344,250,N/A,N/A,N/A,N/A,N/A,N/A,971,953,471,632,483,21,472,225,N/A,310,443,126,N/A,N/A,N/A,N/A,N/A,N/A,N/A,826,971
jdesboeufs,connect-mongo,426,347,569,372,249,N/A,176,62,445,33,213,295,246,470,84,472,703,34,186,380,271,512,94,N/A,308,286,395,363,295,373,825,295
loganfsmyth,babel-plugin-transform-decorators-legacy,576,714,589,373,232,N/A,N/A,N/A,N/A,N/A,N/A,733,647,469,671,500,513,406,550,N/A,758,901,749,599,N/A,N/A,N/A,N/A,N/A,N/A,824,733
maritz,node-sprintf,861,872,690,385,247,N/A,N/A,N/A,N/A,N/A,N/A,N/A,897,468,740,617,336,917,549,N/A,408,893,72,N/A,N/A,N/A,N/A,N/A,N/A,N/A,823,N/A
ryanmcgrath,wrench-js,690,667,665,386,246,N/A,N/A,N/A,N/A,N/A,N/A,943,678,467,921,542,565,918,548,N/A,259,735,26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,822,943
pull-stream,pull-stream,589,650,617,383,317,N/A,N/A,N/A,N/A,N/A,N/A,890,795,466,116,557,257,912,547,N/A,708,399,338,N/A,N/A,N/A,N/A,N/A,N/A,N/A,821,890
mikaelbr,gulp-notify,634,767,564,379,329,N/A,N/A,N/A,N/A,N/A,N/A,732,677,465,188,211,501,549,313,N/A,600,809,458,587,N/A,N/A,518,N/A,N/A,N/A,772,732
evilstreak,markdown-js,244,207,917,376,338,N/A,N/A,N/A,N/A,N/A,N/A,934,896,480,193,690,291,757,545,N/A,845,300,15,598,N/A,N/A,N/A,N/A,N/A,N/A,771,934
Polymer,polymer,87,102,787,377,340,104,109,75,447,8,319,29,303,67,561,559,577,103,544,344,353,46,265,110,455,N/A,217,N/A,276,447,770,29
jprichardson,string.js,443,425,916,378,348,N/A,N/A,N/A,N/A,N/A,N/A,927,928,479,4,247,66,609,466,N/A,352,648,166,N/A,N/A,N/A,N/A,N/A,N/A,N/A,769,927
goldhand,sw-precache-webpack-plugin,472,575,449,371,240,N/A,N/A,N/A,N/A,N/A,N/A,500,676,478,314,355,553,53,133,N/A,540,795,809,N/A,N/A,N/A,N/A,N/A,N/A,N/A,768,500
spalger,gulp-jshint,701,666,567,374,211,N/A,N/A,N/A,N/A,N/A,N/A,745,675,477,359,891,506,534,174,N/A,205,577,396,N/A,N/A,N/A,N/A,N/A,N/A,N/A,767,745
nuysoft,Mock,109,72,915,375,396,N/A,N/A,146,N/A,N/A,N/A,399,683,476,739,863,247,569,465,N/A,891,730,349,402,408,N/A,N/A,N/A,533,N/A,766,399
stylus,nib,431,409,610,370,404,N/A,N/A,N/A,N/A,N/A,N/A,482,788,475,612,890,683,553,388,N/A,278,305,103,292,N/A,N/A,N/A,N/A,N/A,N/A,765,482
sun-zheng-an,gulp-shell,668,695,631,384,408,N/A,N/A,N/A,N/A,N/A,N/A,671,682,474,674,978,89,221,198,N/A,452,863,487,376,N/A,N/A,N/A,N/A,N/A,N/A,780,671
caolan,highland,349,494,703,382,205,N/A,N/A,N/A,N/A,N/A,N/A,260,392,473,738,283,87,315,76,N/A,19,471,266,N/A,N/A,N/A,N/A,N/A,N/A,N/A,779,260
ftlabs,fastclick,113,60,604,381,214,N/A,N/A,N/A,N/A,N/A,N/A,884,787,488,329,343,598,922,551,N/A,467,677,194,543,N/A,N/A,N/A,N/A,N/A,N/A,778,884
jamestalmage,cli-table2,766,774,678,380,217,N/A,N/A,N/A,N/A,N/A,N/A,744,681,487,378,154,382,687,634,N/A,815,794,607,N/A,N/A,N/A,N/A,N/A,N/A,N/A,777,744
serialport,node-serialport,283,189,686,387,97,N/A,251,123,133,214,113,186,2,80,316,851,864,273,360,83,663,181,56,124,135,268,113,68,387,332,840,186
nathanpeck,clui,457,729,694,388,258,N/A,N/A,N/A,N/A,N/A,N/A,878,680,486,N/A,386,695,732,632,N/A,717,862,515,N/A,N/A,N/A,N/A,N/A,N/A,N/A,839,878
hapijs,hapi,146,152,666,392,269,N/A,181,267,282,21,43,282,231,485,849,469,365,746,631,292,184,128,136,416,203,197,243,322,370,416,838,282
baryon,tracer,516,558,705,389,290,N/A,N/A,N/A,N/A,N/A,N/A,685,902,484,6,263,832,405,341,N/A,380,401,200,476,N/A,438,517,362,N/A,N/A,837,685
louischatriot,nedb,158,188,674,393,291,N/A,N/A,31,N/A,N/A,N/A,762,679,527,143,437,497,564,629,N/A,649,598,351,N/A,461,N/A,N/A,N/A,548,N/A,852,762
Timer,fork-ts-checker-webpack-plugin,970,912,570,390,213,N/A,N/A,N/A,N/A,N/A,N/A,572,N/A,526,315,269,813,960,94,N/A,157,328,954,N/A,N/A,N/A,N/A,N/A,N/A,N/A,851,572
nodegit,nodegit,286,256,708,391,118,N/A,5,22,320,366,N/A,329,459,230,436,864,290,481,285,323,468,32,90,136,339,352,401,298,411,162,850,329
pouchdb,pouchdb,136,136,688,417,866,103,110,141,69,143,98,373,338,264,966,576,243,507,642,88,381,44,38,166,160,113,67,67,343,221,849,373
sindresorhus,unique-random-array,860,879,673,416,212,N/A,N/A,N/A,N/A,N/A,N/A,761,253,524,673,36,446,734,641,N/A,664,811,622,585,N/A,N/A,N/A,N/A,N/A,N/A,848,761
jupyterlab,jupyterlab,156,67,702,409,27,15,169,285,17,187,N/A,8,81,267,284,524,894,107,362,7,29,9,810,60,27,9,19,32,257,208,847,8
dthree,vorpal,284,366,706,408,210,N/A,N/A,N/A,N/A,N/A,N/A,537,690,522,457,878,889,442,639,N/A,87,456,712,N/A,N/A,N/A,454,N/A,N/A,N/A,846,537
hapijs,inert,776,741,695,407,209,N/A,N/A,N/A,446,305,N/A,281,232,521,891,459,364,814,638,398,283,556,588,535,N/A,N/A,453,N/A,N/A,1,845,281
EvanOxfeld,node-unzip,630,356,830,405,208,N/A,N/A,N/A,N/A,N/A,N/A,753,689,536,670,673,132,731,420,N/A,647,904,256,N/A,N/A,N/A,N/A,N/A,N/A,N/A,860,753
cloudhead,node-static,412,401,643,413,207,N/A,N/A,N/A,N/A,N/A,N/A,571,688,535,148,399,178,489,320,N/A,185,678,50,N/A,467,N/A,N/A,N/A,562,N/A,859,571
